DATE,TIME,OPEN,HIGH,LOW,CLOSE
2023.02.13,18:45:00,1852.72,1854.84,1850.68,1851.27
2023.02.13,19:00:00,1851.26,1853.22,1850.67,1853.14
2023.02.13,19:15:00,1853.16,1853.74,1851.82,1852.38
2023.02.13,19:30:00,1852.38,1852.59,1851.03,1851.41
2023.02.13,19:45:00,1851.4,1852.89,1851.25,1851.55
2023.02.13,20:00:00,1851.58,1851.68,1850.47,1851.22
2023.02.13,20:15:00,1851.23,1853.26,1851.19,1853.13
2023.02.13,20:30:00,1853.18,1855.33,1853.12,1855.01
2023.02.13,20:45:00,1855.01,1855.73,1854.72,1855.19
2023.02.13,21:00:00,1855.22,1855.67,1854.98,1855.04
2023.02.13,21:15:00,1855.03,1855.21,1852.66,1852.9
2023.02.13,21:30:00,1852.9,1853.6,1851.75,1852.59
2023.02.13,21:45:00,1852.59,1853.01,1851.28,1852.82
2023.02.13,22:00:00,1852.79,1852.79,1851.3,1851.78
2023.02.13,22:15:00,1851.76,1852.67,1851.3,1851.89
2023.02.13,22:30:00,1851.92,1854.18,1851.92,1853.94
2023.02.13,22:45:00,1853.93,1854.47,1853.08,1854.29
2023.02.13,23:00:00,1854.27,1854.48,1853.49,1853.5
2023.02.13,23:15:00,1853.52,1854.38,1853.5,1853.61
2023.02.13,23:30:00,1853.62,1853.85,1852.92,1853.23
2023.02.13,23:45:00,1853.23,1854.09,1853.13,1853.41
2023.02.14,01:00:00,1853.67,1854.05,1853.37,1853.53
2023.02.14,01:15:00,1853.53,1854.12,1853.29,1854.11
2023.02.14,01:30:00,1854.12,1854.23,1853.82,1854.14
2023.02.14,01:45:00,1854.14,1854.59,1854.05,1854.37
2023.02.14,02:00:00,1854.37,1855.63,1853.98,1855.55
2023.02.14,02:15:00,1855.55,1856.68,1855.31,1855.75
2023.02.14,02:30:00,1855.77,1856.18,1854.88,1855.79
2023.02.14,02:45:00,1855.79,1856.28,1855.53,1856.22
2023.02.14,03:00:00,1856.14,1856.68,1855.36,1855.99
2023.02.14,03:15:00,1856.01,1856.05,1854.71,1855.09
2023.02.14,03:30:00,1855.04,1856.19,1854.75,1854.86
2023.02.14,03:45:00,1854.86,1856.61,1854.45,1856.61
2023.02.14,04:00:00,1856.59,1858.02,1855.64,1857.3
2023.02.14,04:15:00,1857.26,1857.53,1856.41,1856.9
2023.02.14,04:30:00,1856.9,1858.58,1856.9,1857.78
2023.02.14,04:45:00,1857.79,1858.49,1857.46,1857.54
2023.02.14,05:00:00,1857.54,1857.84,1856.94,1857.54
2023.02.14,05:15:00,1857.53,1857.55,1856.26,1856.74
2023.02.14,05:30:00,1856.75,1857.65,1856.74,1857.23
2023.02.14,05:45:00,1857.24,1858.46,1857.03,1858.2
2023.02.14,06:00:00,1858.21,1858.24,1857.21,1857.32
2023.02.14,06:15:00,1857.34,1858.55,1857.12,1857.98
2023.02.14,06:30:00,1857.99,1858.67,1857.94,1858.44
2023.02.14,06:45:00,1858.48,1859.11,1858.01,1858.29
2023.02.14,07:00:00,1858.19,1859.05,1858.03,1858.7
2023.02.14,07:15:00,1858.7,1859.2,1858.0,1858.1
2023.02.14,07:30:00,1858.09,1858.54,1857.84,1858.21
2023.02.14,07:45:00,1858.22,1859.41,1858.11,1859.35
2023.02.14,08:00:00,1859.35,1860.4,1858.76,1860.08
2023.02.14,08:15:00,1860.08,1860.81,1859.62,1859.79
2023.02.14,08:30:00,1859.79,1861.83,1859.69,1861.74
2023.02.14,08:45:00,1861.74,1864.95,1861.3,1862.21
2023.02.14,09:00:00,1862.2,1864.2,1861.46,1861.59
2023.02.14,09:15:00,1861.61,1861.65,1858.0,1859.14
2023.02.14,09:30:00,1859.14,1860.74,1858.32,1859.29
2023.02.14,09:45:00,1859.26,1859.59,1858.15,1858.75
2023.02.14,10:00:00,1858.77,1860.28,1858.07,1860.1
2023.02.14,10:15:00,1860.08,1861.69,1858.88,1859.91
2023.02.14,10:30:00,1859.88,1860.54,1857.88,1859.19
2023.02.14,10:45:00,1859.19,1860.4,1858.6,1860.17
2023.02.14,11:00:00,1860.21,1861.77,1859.48,1860.29
2023.02.14,11:15:00,1860.29,1861.86,1859.9,1861.82
2023.02.14,11:30:00,1861.75,1863.6,1861.28,1863.01
2023.02.14,11:45:00,1863.05,1863.86,1861.68,1862.59
2023.02.14,12:00:00,1862.61,1863.2,1861.24,1861.3
2023.02.14,12:15:00,1861.32,1861.93,1860.2,1860.58
2023.02.14,12:30:00,1860.58,1861.77,1859.28,1859.9
2023.02.14,12:45:00,1859.9,1860.76,1859.15,1859.17
2023.02.14,13:00:00,1859.17,1859.66,1857.69,1858.01
2023.02.14,13:15:00,1858.01,1858.65,1856.32,1856.48
2023.02.14,13:30:00,1856.47,1857.23,1853.75,1855.79
2023.02.14,13:45:00,1855.79,1857.67,1855.71,1857.27
2023.02.14,14:00:00,1857.29,1858.03,1856.42,1857.61
2023.02.14,14:15:00,1857.61,1859.95,1857.58,1859.71
2023.02.14,14:30:00,1859.73,1860.11,1857.61,1858.34
2023.02.14,14:45:00,1858.3,1861.67,1858.3,1860.12
2023.02.14,15:00:00,1860.11,1862.01,1857.96,1858.57
2023.02.14,15:15:00,1858.57,1860.81,1857.34,1860.21
2023.02.14,15:30:00,1860.21,1870.66,1850.4,1861.6
2023.02.14,15:45:00,1861.58,1866.66,1858.64,1862.39
2023.02.14,16:00:00,1862.49,1866.3,1856.59,1858.88
2023.02.14,16:15:00,1858.89,1859.81,1847.91,1849.36
2023.02.14,16:30:00,1849.36,1852.01,1843.29,1848.16
2023.02.14,16:45:00,1848.17,1857.61,1847.73,1856.25
2023.02.14,17:00:00,1856.33,1865.7,1855.55,1864.66
2023.02.14,17:15:00,1864.65,1865.64,1858.34,1858.77
2023.02.14,17:30:00,1858.85,1860.58,1855.0,1855.05
2023.02.14,17:45:00,1855.09,1856.07,1849.91,1852.3
2023.02.14,18:00:00,1852.3,1854.76,1849.64,1849.95
2023.02.14,18:15:00,1849.9,1853.08,1847.57,1847.82
2023.02.14,18:30:00,1847.83,1849.54,1843.89,1847.65
2023.02.14,18:45:00,1847.62,1850.05,1846.38,1849.58
2023.02.14,19:00:00,1849.59,1851.38,1848.98,1849.8
2023.02.14,19:15:00,1849.82,1850.09,1847.63,1847.65
2023.02.14,19:30:00,1847.72,1849.24,1846.41,1847.32
2023.02.14,19:45:00,1847.3,1849.96,1846.99,1849.81
2023.02.14,20:00:00,1849.79,1854.54,1849.59,1853.51
2023.02.14,20:15:00,1853.51,1858.83,1853.31,1854.68
2023.02.14,20:30:00,1854.68,1857.66,1854.68,1854.91
2023.02.14,20:45:00,1854.98,1855.86,1853.54,1853.66
2023.02.14,21:00:00,1853.72,1854.13,1851.39,1851.91
2023.02.14,21:15:00,1851.83,1853.22,1851.59,1852.94
2023.02.14,21:30:00,1852.84,1856.13,1852.79,1855.31
2023.02.14,21:45:00,1855.31,1856.2,1853.63,1855.54
2023.02.14,22:00:00,1855.52,1856.25,1854.21,1855.08
2023.02.14,22:15:00,1855.07,1855.64,1854.62,1855.17
2023.02.14,22:30:00,1855.22,1855.56,1853.85,1855.34
2023.02.14,22:45:00,1855.38,1856.25,1854.96,1856.02
2023.02.14,23:00:00,1855.73,1855.79,1854.4,1854.66
2023.02.14,23:15:00,1854.69,1855.26,1854.55,1854.75
2023.02.14,23:30:00,1854.75,1854.86,1853.82,1854.07
2023.02.14,23:45:00,1854.07,1854.63,1854.07,1854.36
2023.02.15,01:00:00,1853.97,1854.07,1853.47,1853.94
2023.02.15,01:15:00,1853.94,1854.59,1853.81,1854.48
2023.02.15,01:30:00,1854.48,1855.36,1854.03,1854.72
2023.02.15,01:45:00,1854.72,1854.96,1854.43,1854.95
2023.02.15,02:00:00,1854.95,1855.0,1853.59,1853.72
2023.02.15,02:15:00,1853.72,1855.27,1853.7,1855.21
2023.02.15,02:30:00,1855.2,1855.51,1854.54,1855.19
2023.02.15,02:45:00,1855.19,1855.85,1854.7,1855.83
2023.02.15,03:00:00,1855.82,1857.26,1854.86,1855.44
2023.02.15,03:15:00,1855.42,1856.72,1855.09,1856.47
2023.02.15,03:30:00,1856.45,1858.96,1856.42,1858.39
2023.02.15,03:45:00,1858.39,1859.33,1857.57,1858.97
2023.02.15,04:00:00,1859.04,1860.11,1857.56,1858.62
2023.02.15,04:15:00,1858.57,1858.72,1856.89,1857.1
2023.02.15,04:30:00,1857.02,1857.46,1852.8,1853.77
2023.02.15,04:45:00,1853.77,1853.96,1852.08,1852.2
2023.02.15,05:00:00,1852.26,1852.26,1849.74,1851.27
2023.02.15,05:15:00,1851.24,1852.25,1851.1,1851.78
2023.02.15,05:30:00,1851.78,1851.78,1848.25,1848.3
2023.02.15,05:45:00,1848.32,1848.9,1847.5,1848.4
2023.02.15,06:00:00,1848.36,1848.38,1846.57,1847.5
2023.02.15,06:15:00,1847.49,1848.92,1847.26,1848.59
2023.02.15,06:30:00,1848.59,1848.59,1847.34,1847.77
2023.02.15,06:45:00,1847.77,1847.98,1847.33,1847.82
2023.02.15,07:00:00,1847.82,1847.83,1845.24,1846.27
2023.02.15,07:15:00,1846.25,1846.75,1845.74,1846.23
2023.02.15,07:30:00,1846.23,1846.82,1845.72,1846.08
2023.02.15,07:45:00,1846.06,1847.18,1845.82,1846.36
2023.02.15,08:00:00,1846.39,1846.6,1844.55,1845.08
2023.02.15,08:15:00,1845.09,1845.89,1844.72,1844.98
2023.02.15,08:30:00,1844.98,1844.98,1842.1,1842.53
2023.02.15,08:45:00,1842.53,1844.42,1842.3,1843.67
2023.02.15,09:00:00,1843.61,1843.97,1841.22,1842.84
2023.02.15,09:15:00,1842.8,1844.67,1842.27,1843.46
2023.02.15,09:30:00,1843.46,1843.92,1835.28,1837.79
2023.02.15,09:45:00,1837.78,1838.51,1835.05,1835.7
2023.02.15,10:00:00,1835.7,1835.8,1832.28,1833.91
2023.02.15,10:15:00,1833.91,1836.07,1831.84,1836.02
2023.02.15,10:30:00,1836.02,1836.22,1832.8,1835.21
2023.02.15,10:45:00,1835.21,1836.28,1833.54,1833.75
2023.02.15,11:00:00,1833.78,1837.79,1832.77,1835.78
2023.02.15,11:15:00,1835.81,1837.1,1835.08,1836.24
2023.02.15,11:30:00,1836.24,1837.4,1835.32,1835.58
2023.02.15,11:45:00,1835.65,1836.89,1834.08,1835.83
2023.02.15,12:00:00,1835.82,1837.57,1834.47,1837.11
2023.02.15,12:15:00,1837.23,1837.65,1835.02,1835.03
2023.02.15,12:30:00,1835.04,1836.77,1834.59,1835.39
2023.02.15,12:45:00,1835.38,1836.45,1833.73,1835.36
2023.02.15,13:00:00,1835.4,1835.69,1833.67,1834.52
2023.02.15,13:15:00,1834.52,1835.6,1834.18,1834.33
2023.02.15,13:30:00,1834.33,1835.89,1834.04,1834.89
2023.02.15,13:45:00,1834.9,1835.55,1833.36,1835.02
2023.02.15,14:00:00,1835.01,1837.1,1834.52,1836.5
2023.02.15,14:15:00,1836.51,1836.95,1835.28,1835.67
2023.02.15,14:30:00,1835.66,1836.1,1834.98,1835.95
2023.02.15,14:45:00,1835.95,1836.32,1834.14,1835.82
2023.02.15,15:00:00,1835.82,1836.78,1834.98,1835.26
2023.02.15,15:15:00,1835.22,1836.2,1833.4,1835.57
2023.02.15,15:30:00,1835.59,1836.35,1831.83,1835.99
2023.02.15,15:45:00,1836.02,1838.94,1833.88,1834.73
2023.02.15,16:00:00,1834.75,1836.33,1833.3,1835.46
2023.02.15,16:15:00,1835.46,1836.55,1832.55,1834.49
2023.02.15,16:30:00,1834.49,1838.73,1833.45,1838.26
2023.02.15,16:45:00,1838.23,1838.67,1833.34,1833.47
2023.02.15,17:00:00,1833.51,1835.17,1832.44,1833.72
2023.02.15,17:15:00,1833.75,1835.87,1833.46,1833.77
2023.02.15,17:30:00,1833.77,1833.83,1830.45,1830.98
2023.02.15,17:45:00,1830.96,1834.26,1830.57,1834.15
2023.02.15,18:00:00,1834.16,1836.9,1833.76,1834.18
2023.02.15,18:15:00,1834.19,1834.82,1831.25,1832.54
2023.02.15,18:30:00,1832.54,1835.77,1831.32,1835.63
2023.02.15,18:45:00,1835.7,1837.74,1835.7,1836.76
2023.02.15,19:00:00,1836.72,1838.06,1834.89,1835.28
2023.02.15,19:15:00,1835.28,1835.34,1833.26,1833.37
2023.02.15,19:30:00,1833.39,1834.39,1832.27,1834.39
2023.02.15,19:45:00,1834.43,1835.73,1834.29,1834.93
2023.02.15,20:00:00,1834.9,1835.3,1833.71,1834.67
2023.02.15,20:15:00,1834.67,1835.62,1833.84,1834.67
2023.02.15,20:30:00,1834.69,1836.05,1833.94,1835.98
2023.02.15,20:45:00,1835.98,1836.63,1835.33,1835.88
2023.02.15,21:00:00,1835.93,1837.77,1835.93,1837.59
2023.02.15,21:15:00,1837.66,1837.96,1836.14,1836.41
2023.02.15,21:30:00,1836.41,1837.29,1835.59,1836.61
2023.02.15,21:45:00,1836.61,1836.61,1835.05,1835.47
2023.02.15,22:00:00,1835.48,1836.14,1835.06,1835.11
2023.02.15,22:15:00,1835.11,1835.91,1834.86,1835.75
2023.02.15,22:30:00,1835.76,1836.62,1835.54,1836.56
2023.02.15,22:45:00,1836.61,1838.26,1836.47,1837.81
2023.02.15,23:00:00,1837.78,1838.19,1837.0,1838.0
2023.02.15,23:15:00,1838.0,1838.54,1836.52,1836.72
2023.02.15,23:30:00,1836.71,1837.01,1836.36,1836.37
2023.02.15,23:45:00,1836.37,1836.5,1835.8,1835.85
2023.02.16,01:00:00,1836.32,1837.02,1836.07,1836.69
2023.02.16,01:15:00,1836.79,1836.93,1835.94,1836.93
2023.02.16,01:30:00,1836.88,1837.07,1835.51,1836.38
2023.02.16,01:45:00,1836.36,1836.63,1835.87,1836.49
2023.02.16,02:00:00,1836.49,1837.9,1836.4,1837.08
2023.02.16,02:15:00,1837.06,1837.19,1836.21,1836.78
2023.02.16,02:30:00,1836.73,1836.83,1835.6,1835.99
2023.02.16,02:45:00,1835.99,1836.19,1835.28,1835.33
2023.02.16,03:00:00,1835.35,1836.69,1834.49,1836.59
2023.02.16,03:15:00,1836.56,1838.44,1836.01,1838.39
2023.02.16,03:30:00,1838.4,1841.8,1838.34,1840.97
2023.02.16,03:45:00,1840.94,1842.26,1840.4,1841.34
2023.02.16,04:00:00,1841.37,1842.38,1840.86,1841.14
2023.02.16,04:15:00,1841.13,1841.79,1840.78,1841.07
2023.02.16,04:30:00,1841.08,1842.61,1840.93,1842.47
2023.02.16,04:45:00,1842.48,1842.61,1841.69,1842.24
2023.02.16,05:00:00,1842.23,1842.48,1841.07,1841.28
2023.02.16,05:15:00,1841.24,1841.57,1840.51,1840.98
2023.02.16,05:30:00,1840.98,1841.23,1839.47,1840.14
2023.02.16,05:45:00,1840.15,1840.85,1839.77,1840.49
2023.02.16,06:00:00,1840.47,1841.04,1839.85,1839.88
2023.02.16,06:15:00,1839.89,1840.19,1839.45,1839.73
2023.02.16,06:30:00,1839.7,1840.46,1839.7,1840.14
2023.02.16,06:45:00,1840.15,1840.54,1839.45,1839.46
2023.02.16,07:00:00,1839.45,1841.65,1839.45,1840.28
2023.02.16,07:15:00,1840.25,1840.4,1837.48,1838.0
2023.02.16,07:30:00,1838.02,1838.59,1836.63,1837.78
2023.02.16,07:45:00,1837.78,1838.07,1835.36,1836.99
2023.02.16,08:00:00,1837.01,1838.04,1835.65,1835.87
2023.02.16,08:15:00,1835.82,1836.27,1834.55,1835.26
2023.02.16,08:30:00,1835.27,1836.68,1834.26,1835.05
2023.02.16,08:45:00,1835.08,1837.42,1835.08,1836.48
2023.02.16,09:00:00,1836.48,1839.37,1835.72,1838.52
2023.02.16,09:15:00,1838.58,1840.31,1837.76,1839.43
2023.02.16,09:30:00,1839.4,1840.35,1838.95,1839.43
2023.02.16,09:45:00,1839.41,1841.36,1839.35,1841.36
2023.02.16,10:00:00,1841.36,1843.29,1840.31,1842.36
2023.02.16,10:15:00,1842.35,1844.81,1842.04,1842.18
2023.02.16,10:30:00,1842.18,1842.42,1838.23,1838.54
2023.02.16,10:45:00,1838.54,1838.6,1836.71,1837.68
2023.02.16,11:00:00,1837.63,1840.15,1837.33,1839.79
2023.02.16,11:15:00,1839.79,1839.92,1837.89,1838.39
2023.02.16,11:30:00,1838.38,1838.39,1834.82,1836.18
2023.02.16,11:45:00,1836.24,1836.4,1835.19,1835.62
2023.02.16,12:00:00,1835.55,1837.06,1835.53,1836.54
2023.02.16,12:15:00,1836.55,1837.51,1836.16,1837.49
2023.02.16,12:30:00,1837.55,1839.28,1837.31,1838.18
2023.02.16,12:45:00,1838.18,1838.64,1837.36,1838.21
2023.02.16,13:00:00,1838.22,1838.49,1837.24,1838.0
2023.02.16,13:15:00,1837.99,1838.0,1836.45,1836.55
2023.02.16,13:30:00,1836.56,1837.78,1835.99,1836.8
2023.02.16,13:45:00,1836.79,1837.67,1835.3,1837.42
2023.02.16,14:00:00,1837.44,1837.87,1836.26,1837.24
2023.02.16,14:15:00,1837.26,1838.71,1837.04,1837.2
2023.02.16,14:30:00,1837.23,1838.86,1835.86,1838.6
2023.02.16,14:45:00,1838.62,1840.09,1838.27,1839.84
2023.02.16,15:00:00,1839.88,1840.4,1838.56,1838.62
2023.02.16,15:15:00,1838.61,1839.17,1835.75,1836.46
2023.02.16,15:30:00,1836.46,1837.97,1830.87,1835.08
2023.02.16,15:45:00,1835.1,1835.11,1827.7,1830.86
2023.02.16,16:00:00,1830.87,1837.17,1830.53,1835.06
2023.02.16,16:15:00,1835.04,1835.61,1831.3,1831.74
2023.02.16,16:30:00,1831.72,1833.5,1829.68,1831.08
2023.02.16,16:45:00,1831.08,1831.63,1827.86,1828.89
2023.02.16,17:00:00,1828.85,1832.77,1827.64,1831.66
2023.02.16,17:15:00,1831.65,1833.86,1830.72,1832.46
2023.02.16,17:30:00,1832.51,1835.88,1832.01,1832.83
2023.02.16,17:45:00,1832.8,1834.98,1832.8,1834.61
2023.02.16,18:00:00,1834.61,1836.08,1832.91,1832.95
2023.02.16,18:15:00,1833.01,1836.86,1832.41,1836.85
2023.02.16,18:30:00,1836.88,1839.13,1836.17,1837.73
2023.02.16,18:45:00,1837.73,1843.19,1837.73,1840.91
2023.02.16,19:00:00,1840.89,1841.49,1838.11,1839.45
2023.02.16,19:15:00,1839.43,1843.12,1839.2,1841.05
2023.02.16,19:30:00,1841.06,1843.89,1840.63,1843.1
2023.02.16,19:45:00,1843.1,1843.9,1841.65,1842.4
2023.02.16,20:00:00,1842.44,1845.12,1841.35,1842.11
2023.02.16,20:15:00,1842.21,1843.53,1841.12,1841.93
2023.02.16,20:30:00,1841.96,1844.68,1841.22,1843.78
2023.02.16,20:45:00,1843.83,1844.57,1842.81,1844.14
2023.02.16,21:00:00,1844.17,1845.3,1843.44,1843.62
2023.02.16,21:15:00,1843.61,1844.62,1842.62,1843.24
2023.02.16,21:30:00,1843.13,1843.69,1842.17,1842.66
2023.02.16,21:45:00,1842.72,1843.68,1842.49,1842.76
2023.02.16,22:00:00,1842.84,1843.01,1839.52,1842.2
2023.02.16,22:15:00,1842.19,1842.29,1838.5,1838.75
2023.02.16,22:30:00,1838.7,1839.13,1836.81,1838.96
2023.02.16,22:45:00,1839.01,1839.33,1835.89,1836.47
2023.02.16,23:00:00,1836.55,1839.05,1836.48,1839.05
2023.02.16,23:15:00,1838.94,1839.02,1836.54,1836.84
2023.02.16,23:30:00,1836.85,1836.93,1836.0,1836.35
2023.02.16,23:45:00,1836.32,1837.67,1836.24,1836.43
2023.02.17,01:00:00,1836.43,1836.66,1835.0,1835.15
2023.02.17,01:15:00,1835.17,1835.48,1834.58,1835.08
2023.02.17,01:30:00,1835.09,1835.25,1834.19,1834.34
2023.02.17,01:45:00,1834.24,1834.7,1833.35,1834.27
2023.02.17,02:00:00,1834.37,1834.39,1831.34,1833.44
2023.02.17,02:15:00,1833.45,1833.45,1830.71,1831.67
2023.02.17,02:30:00,1831.59,1833.23,1831.39,1832.61
2023.02.17,02:45:00,1832.61,1832.86,1832.06,1832.59
2023.02.17,03:00:00,1832.4,1833.54,1831.27,1831.47
2023.02.17,03:15:00,1831.47,1833.62,1831.39,1833.5
2023.02.17,03:30:00,1833.5,1833.57,1831.36,1831.95
2023.02.17,03:45:00,1831.97,1832.02,1828.93,1829.0
2023.02.17,04:00:00,1828.99,1829.55,1826.01,1829.32
2023.02.17,04:15:00,1829.33,1830.6,1828.85,1829.38
2023.02.17,04:30:00,1829.37,1830.18,1828.41,1828.81
2023.02.17,04:45:00,1828.81,1830.13,1828.56,1829.6
2023.02.17,05:00:00,1829.6,1829.6,1827.67,1827.8
2023.02.17,05:15:00,1827.81,1828.65,1827.65,1828.55
2023.02.17,05:30:00,1828.49,1828.98,1828.06,1828.48
2023.02.17,05:45:00,1828.52,1828.8,1827.67,1828.23
2023.02.17,06:00:00,1828.2,1828.53,1827.64,1827.69
2023.02.17,06:15:00,1827.69,1827.77,1826.66,1826.84
2023.02.17,06:30:00,1826.79,1826.85,1825.51,1825.62
2023.02.17,06:45:00,1825.61,1826.91,1823.97,1826.78
2023.02.17,07:00:00,1826.79,1827.01,1826.05,1826.86
2023.02.17,07:15:00,1826.86,1827.35,1826.33,1827.13
2023.02.17,07:30:00,1827.13,1827.45,1826.38,1827.38
2023.02.17,07:45:00,1827.38,1827.63,1826.84,1827.58
2023.02.17,08:00:00,1827.57,1827.63,1826.55,1826.78
2023.02.17,08:15:00,1826.78,1827.13,1824.32,1824.41
2023.02.17,08:30:00,1824.41,1824.91,1823.2,1824.01
2023.02.17,08:45:00,1824.01,1825.12,1823.51,1824.29
2023.02.17,09:00:00,1824.24,1824.4,1821.99,1823.11
2023.02.17,09:15:00,1823.28,1823.53,1821.83,1823.02
2023.02.17,09:30:00,1823.08,1826.61,1821.92,1826.54
2023.02.17,09:45:00,1826.56,1827.31,1823.22,1824.17
2023.02.17,10:00:00,1824.17,1824.17,1819.9,1821.36
2023.02.17,10:15:00,1821.38,1821.87,1819.91,1820.86
2023.02.17,10:30:00,1820.85,1821.11,1818.9,1819.47
2023.02.17,10:45:00,1819.48,1823.06,1819.48,1822.37
2023.02.17,11:00:00,1822.37,1822.48,1819.44,1822.1
2023.02.17,11:15:00,1822.1,1822.96,1821.27,1821.79
2023.02.17,11:30:00,1821.77,1824.99,1821.16,1824.46
2023.02.17,11:45:00,1824.32,1828.21,1823.92,1825.93
2023.02.17,12:00:00,1825.93,1825.93,1822.9,1823.62
2023.02.17,12:15:00,1823.6,1826.04,1823.21,1824.44
2023.02.17,12:30:00,1824.39,1825.28,1822.53,1822.65
2023.02.17,12:45:00,1822.66,1823.91,1822.55,1823.52
2023.02.17,13:00:00,1823.56,1823.81,1821.84,1823.16
2023.02.17,13:15:00,1823.15,1824.91,1822.7,1824.75
2023.02.17,13:30:00,1824.75,1825.35,1823.64,1824.26
2023.02.17,13:45:00,1824.25,1824.9,1823.07,1824.7
2023.02.17,14:00:00,1824.71,1825.99,1824.55,1825.52
2023.02.17,14:15:00,1825.52,1827.82,1825.03,1827.42
2023.02.17,14:30:00,1827.42,1828.71,1826.68,1828.2
2023.02.17,14:45:00,1828.25,1828.91,1826.8,1826.8
2023.02.17,15:00:00,1826.75,1828.67,1825.85,1827.92
2023.02.17,15:15:00,1827.92,1828.92,1826.13,1827.62
2023.02.17,15:30:00,1827.63,1829.05,1825.74,1827.27
2023.02.17,15:45:00,1827.31,1830.36,1826.33,1827.7
2023.02.17,16:00:00,1827.69,1828.68,1826.59,1828.26
2023.02.17,16:15:00,1828.29,1828.63,1826.27,1826.36
2023.02.17,16:30:00,1826.36,1828.27,1824.33,1825.67
2023.02.17,16:45:00,1825.73,1826.99,1822.69,1826.55
2023.02.17,17:00:00,1826.51,1835.15,1826.51,1833.81
2023.02.17,17:15:00,1833.85,1836.77,1833.45,1834.21
2023.02.17,17:30:00,1834.18,1840.94,1834.12,1836.4
2023.02.17,17:45:00,1836.36,1837.34,1834.02,1834.43
2023.02.17,18:00:00,1834.47,1838.6,1834.47,1837.33
2023.02.17,18:15:00,1837.33,1837.53,1834.33,1835.52
2023.02.17,18:30:00,1835.53,1839.58,1835.34,1838.92
2023.02.17,18:45:00,1838.92,1840.82,1838.46,1839.61
2023.02.17,19:00:00,1839.62,1842.54,1839.4,1841.15
2023.02.17,19:15:00,1841.17,1842.29,1840.53,1841.97
2023.02.17,19:30:00,1841.97,1842.81,1841.25,1841.29
2023.02.17,19:45:00,1841.29,1841.96,1840.52,1840.86
2023.02.17,20:00:00,1840.87,1842.32,1840.8,1841.76
2023.02.17,20:15:00,1841.73,1842.43,1840.24,1840.34
2023.02.17,20:30:00,1840.34,1842.31,1840.34,1842.23
2023.02.17,20:45:00,1842.27,1843.39,1842.0,1842.17
2023.02.17,21:00:00,1842.17,1843.52,1841.97,1842.23
2023.02.17,21:15:00,1842.22,1843.51,1842.12,1842.27
2023.02.17,21:30:00,1842.26,1842.72,1841.93,1841.97
2023.02.17,21:45:00,1841.97,1843.56,1841.91,1842.73
2023.02.17,22:00:00,1842.8,1843.6,1842.3,1842.69
2023.02.17,22:15:00,1842.63,1843.44,1842.37,1842.51
2023.02.17,22:30:00,1842.38,1843.09,1841.73,1842.03
2023.02.17,22:45:00,1842.05,1842.57,1841.0,1841.88
2023.02.17,23:00:00,1841.88,1842.95,1841.51,1842.62
2023.02.17,23:15:00,1842.62,1842.65,1841.82,1841.98
2023.02.17,23:30:00,1841.98,1842.15,1841.36,1841.93
2023.02.17,23:45:00,1841.91,1842.55,1841.36,1842.54
2023.02.20,01:00:00,1840.89,1841.71,1840.34,1840.58
2023.02.20,01:15:00,1840.56,1840.58,1839.26,1839.81
2023.02.20,01:30:00,1839.87,1840.34,1838.55,1838.77
2023.02.20,01:45:00,1838.73,1839.59,1838.44,1838.73
2023.02.20,02:00:00,1838.8,1839.33,1837.29,1837.4
2023.02.20,02:15:00,1837.39,1839.0,1837.29,1838.82
2023.02.20,02:30:00,1838.76,1839.26,1837.67,1837.69
2023.02.20,02:45:00,1837.7,1838.85,1837.4,1838.83
2023.02.20,03:00:00,1838.87,1840.17,1838.2,1839.56
2023.02.20,03:15:00,1839.54,1841.25,1839.01,1841.12
2023.02.20,03:30:00,1841.12,1841.75,1838.05,1839.75
2023.02.20,03:45:00,1839.75,1840.4,1838.95,1840.38
2023.02.20,04:00:00,1840.32,1841.52,1839.46,1841.22
2023.02.20,04:15:00,1841.22,1842.75,1841.17,1842.34
2023.02.20,04:30:00,1842.33,1843.17,1841.95,1842.41
2023.02.20,04:45:00,1842.48,1843.03,1842.03,1842.31
2023.02.20,05:00:00,1842.41,1842.75,1841.44,1842.22
2023.02.20,05:15:00,1842.22,1842.38,1841.45,1841.84
2023.02.20,05:30:00,1841.84,1842.66,1841.84,1842.41
2023.02.20,05:45:00,1842.45,1843.05,1842.3,1842.86
2023.02.20,06:00:00,1842.88,1843.99,1842.72,1843.29
2023.02.20,06:15:00,1843.29,1844.7,1843.24,1844.37
2023.02.20,06:30:00,1844.4,1844.86,1843.48,1843.53
2023.02.20,06:45:00,1843.53,1844.08,1842.46,1842.61
2023.02.20,07:00:00,1842.69,1842.86,1841.85,1842.36
2023.02.20,07:15:00,1842.38,1842.45,1841.2,1841.41
2023.02.20,07:30:00,1841.4,1843.69,1841.39,1843.4
2023.02.20,07:45:00,1843.4,1844.86,1843.4,1844.5
2023.02.20,08:00:00,1844.5,1845.53,1843.34,1843.88
2023.02.20,08:15:00,1843.88,1844.15,1843.34,1843.7
2023.02.20,08:30:00,1843.67,1844.67,1843.28,1844.22
2023.02.20,08:45:00,1844.2,1844.65,1843.43,1844.04
2023.02.20,09:00:00,1844.07,1845.06,1842.89,1844.94
2023.02.20,09:15:00,1844.89,1845.77,1844.47,1845.71
